start,end,length
1367400,1367550,150
1367780,1367930,150
1367940,1368090,150
1368137,1368287,150
1368321,1371361,3040
1371433,1371583,150
1371606,1371756,150
1371801,1371951,150
1371975,1372125,150
1372145,1372295,150
1372307,1372457,150
1372477,1372627,150
1372677,1372827,150
1372905,1373055,150
1373100,1373554,454
1373579,1373729,150
1373743,1373893,150
1373902,1374052,150
1374065,1374215,150
1374216,1374366,150
1374571,1374721,150
1374729,1374879,150
1374895,1375045,150
1375104,1375254,150
1375262,1375412,150
1375438,1375588,150
1375610,1375760,150
1375962,1376112,150
1376213,1376363,150
1376389,1376539,150
1376545,1376695,150
1376731,1376881,150
1376935,1377085,150
1377153,1377448,295
1377479,1377629,150
1377658,1377808,150
1377818,1377968,150
1378126,1378276,150
1378317,1378467,150
1378508,1378658,150
1378783,1378933,150
1378967,1379117,150
1379273,1379423,150
1379456,1379606,150
1379652,1379802,150
1379948,1380098,150
1380118,1380268,150
1380283,1380433,150
1380446,1380596,150
1380633,1380783,150
1380804,1380954,150
1381115,1381265,150
1381287,1381897,610
1382071,1382221,150
1382501,1382651,150
1382749,1382899,150
1382981,1383131,150
1383209,1383572,363
1383712,1383862,150
1384036,1384186,150
1384216,1387505,3289
1387520,1387670,150
1387716,1387866,150
1387898,1388048,150
1388073,1388223,150
1388259,1388409,150
1388495,1389283,788
1389414,1389564,150
1389734,1390371,637
1390407,1390557,150
1390597,1390876,279
1390944,1391094,150
1391174,1391324,150
1391387,1391537,150
1391572,1391722,150
1391752,1392388,636
1392425,1392575,150
1392610,1392760,150
1392832,1392982,150
1393161,1394415,1254
1394575,1394725,150
1394750,1394900,150
1394933,1395083,150
1395113,1395263,150
1395290,1395440,150
1395451,1395601,150
1395611,1395761,150
1395798,1395948,150
1395961,1396111,150
1396140,1396290,150
1396310,1396460,150
1396479,1396629,150
1397127,1397277,150
1397551,1398335,784
1398381,1398531,150
1398555,1398705,150
1398720,1398870,150
1398896,1399046,150
1399050,1399200,150
1399231,1399519,288
1399562,1399712,150
1399805,1399955,150
1400012,1400358,346
1400467,1400617,150
1400635,1400785,150
1400806,1400956,150
1400974,1401291,317
1401341,1401491,150
1401750,1401900,150
1402020,1402707,687
1403071,1403221,150
1403576,1404054,478
1404071,1404221,150
1404222,1404527,305
1404587,1404737,150
1404764,1404914,150
1404954,1405104,150
1405229,1405379,150
1405570,1405720,150
1405743,1405893,150
1405926,1406384,458
1406697,1406847,150
1406937,1407087,150
1407160,1408106,946
1408119,1408269,150
1408292,1408442,150
1408647,1408797,150
1408869,1409019,150
1409063,1409213,150
1409224,1410412,1188
1410479,1410629,150
1411205,1411990,785
1412039,1412189,150
1412268,1412418,150
1412473,1412623,150
1412782,1412932,150
1412956,1413106,150
1413157,1413660,503
1413800,1413950,150
1414045,1414195,150
1414220,1414370,150
1414494,1414783,289
1414891,1415041,150
1415089,1416067,978
1416076,1416226,150
1416399,1416549,150
1416627,1416777,150
1416873,1417023,150
1417043,1417719,676
1417940,1418090,150
1418198,1418348,150
1418394,1418544,150
1418602,1418752,150
1418788,1418938,150
1419058,1419838,780
1419872,1420022,150
1420196,1420346,150
1420505,1420655,150
1420691,1420989,298
1421038,1421188,150
1421204,1421354,150
1421460,1421610,150
1421781,1421931,150
1422001,1423165,1164
1423181,1423331,150
1423452,1423602,150
1423768,1423918,150
1424092,1424242,150
1424279,1424578,299
1424581,1424731,150
1424749,1424899,150
1424931,1425081,150
1425134,1425284,150
1425522,1427030,1508
1427137,1427287,150
1427342,1427492,150
1427555,1427705,150
1427810,1427960,150
1428122,1428272,150
1428473,1428623,150
1428661,1429414,753
1429428,1429578,150
1429600,1429750,150
1429757,1429907,150
1430042,1430192,150
1430214,1430364,150
1430397,1430547,150
1430569,1430719,150
1430750,1430900,150
1431045,1431195,150
1431558,1431708,150
1431744,1431894,150
1432050,1432200,150
1432202,1432352,150
1432405,1432834,429
1432865,1433015,150
1433039,1433189,150
1433392,1433542,150
1433582,1433732,150
1433799,1433949,150
1433978,1434128,150
1434141,1434465,324
1434494,1434644,150
1434657,1434953,296
1434975,1435125,150
1435134,1435284,150
1435297,1435447,150
1435539,1435689,150
1435719,1435869,150
1435897,1436184,287
1436233,1436383,150
1436406,1436556,150
1436569,1436719,150
1436737,1436887,150
1436914,1437064,150
1437074,1437224,150
1437250,1437400,150
1437586,1437736,150
1437751,1437901,150
1437916,1438066,150
1438143,1438293,150
1438308,1438458,150
1438477,1438627,150
1438642,1438792,150
1438818,1438968,150
1439126,1439276,150
1439282,1439887,605
1439895,1440045,150
1440067,1440217,150
1440260,1440410,150
1440454,1440604,150
1440663,1440813,150
1440868,1442118,1250
1442136,1442286,150
1442304,1442454,150
1442493,1442643,150
1442689,1442839,150
1442904,1443427,523
1443623,1443773,150
1443866,1444016,150
1444038,1444188,150
1444201,1444351,150
1444367,1444517,150
1444657,1444807,150
1444857,1446178,1321
1446188,1446338,150
1446373,1446523,150
1446537,1446687,150
1446850,1447000,150
1447049,1447336,287
1447490,1447640,150
1447680,1448524,844
1448577,1448727,150
1448764,1448914,150
1448924,1449074,150
1449095,1449389,294
1449421,1449571,150
1449585,1449735,150
1449771,1449921,150
1449994,1450144,150
1450222,1450372,150
1450404,1450554,150
1450573,1450723,150
1450743,1450893,150
1450900,1451050,150
1451067,1451217,150
1451226,1451376,150
1451400,1451550,150
1451553,1451703,150
1451736,1453452,1716
1453468,1453618,150
1453642,1453792,150
1453810,1453960,150
1453972,1454122,150
1454156,1454306,150
1454495,1454645,150
1454692,1454842,150
1454843,1454993,150
1455028,1455178,150
1455198,1455638,440
1455741,1455891,150
1456121,1456417,296
1456504,1456654,150
1456681,1456831,150
1456856,1457006,150
1457018,1457168,150
1457201,1457351,150
1457535,1457685,150
1457748,1457898,150
1458085,1458235,150
1458290,1458440,150
1458448,1458598,150
1458640,1458790,150
1458820,1459128,308
1459136,1459286,150
1459300,1459450,150
1459474,1459624,150
1459644,1459794,150
1459822,1460117,295
1460129,1460279,150
1460288,1460438,150
1460454,1460604,150
1460665,1460815,150
1460852,1461468,616
1461534,1461684,150
1461809,1461959,150
1461993,1462143,150
1462166,1462316,150
1462334,1462650,316
1462667,1462817,150
1462887,1463037,150
1463216,1463366,150
1463414,1463564,150
1463587,1463913,326
1463927,1464077,150
1464103,1464253,150
1464312,1465459,1147
1465487,1465637,150
1465662,1465812,150
1465858,1466008,150
1466037,1466187,150
1466200,1466350,150
1466386,1466536,150
1466569,1466862,293
1466884,1467034,150
1467050,1467200,150
1467205,1467355,150
1467373,1467523,150
1467549,1468137,588
1468185,1468335,150
1468378,1468528,150
1468718,1468868,150
1468904,1469054,150
1469105,1469881,776
1470029,1470179,150
1470206,1470356,150
1470373,1470523,150
1470544,1470694,150
1470953,1471274,321
1471330,1471480,150
1471498,1471648,150
1471675,1471825,150
1471991,1472141,150
1472176,1472326,150
1472378,1472528,150
1472545,1472695,150
1472718,1473186,468
1473382,1473532,150
1473555,1473705,150
1473815,1473965,150
1473981,1474131,150
1474148,1474298,150
1474324,1474474,150
1474504,1474654,150
1474686,1474836,150
1474881,1475031,150
1475052,1475202,150
1475235,1475385,150
1475423,1475573,150
1475612,1475762,150
1475797,1475947,150
1475984,1476134,150
1476156,1476306,150
1476322,1476472,150
1476496,1476646,150
1476658,1476808,150
1476852,1477002,150
1477034,1477184,150
1477205,1477355,150
1477391,1477541,150
1477569,1477719,150
1477736,1477886,150
1477911,1478061,150
1478083,1478233,150
1478277,1478427,150
1478483,1478633,150
1478673,1478823,150
1478843,1478993,150
1479027,1479322,295
1479353,1479503,150
1479527,1479677,150
1479709,1479859,150
1479885,1480035,150
1480069,1480219,150
1480223,1480373,150
1480578,1480728,150
1480912,1481062,150
1481068,1481218,150
1481243,1482089,846
1482319,1482469,150
1482503,1482653,150
1482779,1482929,150
1483182,1483332,150
1483513,1483663,150
1483698,1483848,150
1483852,1484002,150
1484024,1484174,150
1484194,1484344,150
1484358,1484508,150
1484522,1484672,150
1484772,1484922,150
1484969,1485119,150
1485155,1485607,452
1485777,1485927,150
1485956,1486106,150
1486128,1486278,150
1486284,1486434,150
1486436,1486937,501
1487143,1487293,150
1487352,1487502,150
1487673,1487823,150
1487843,1488333,490
1488493,1488643,150
1488658,1488808,150
1488820,1488970,150
1488986,1489136,150
1489428,1489578,150
1489742,1489892,150
1489900,1490050,150
1490244,1490394,150
1490407,1490557,150
1490689,1490839,150
1490865,1491015,150
1491111,1491546,435
1491811,1491961,150
1491979,1492129,150
1492291,1492441,150
1492494,1493119,625
1493143,1493293,150
1493474,1493624,150
1493776,1493926,150
1494105,1494255,150
1494271,1494421,150
1494436,1494586,150
1494606,1495385,779
1495410,1495560,150
1495662,1496015,353
1496028,1496178,150
1496200,1496350,150
1496369,1497638,1269
1497668,1497818,150
1497838,1497988,150
1498043,1498193,150
1498340,1498490,150
1498584,1498938,354
1498992,1499142,150
1499185,1499335,150
1499385,1499535,150
1499587,1499737,150
1499830,1499980,150
1500027,1500177,150
1500270,1500420,150
1500450,1501335,885
1501594,1501744,150
1501979,1502620,641
1502655,1502805,150
1502937,1503756,819
1503979,1504129,150
1504219,1504369,150
1504597,1504747,150
1504861,1505011,150
1505066,1505216,150
1505270,1505585,315
1505605,1505755,150
1505901,1506319,418
1506450,1506600,150
1506678,1506828,150
1506989,1507139,150
1507159,1507657,498
1507664,1507814,150
1508124,1508274,150
1508294,1508444,150
1508628,1509624,996
1509771,1509921,150
1510094,1511202,1108
1511350,1511500,150
1511655,1511805,150
1511930,1512080,150
1512141,1512291,150
1512436,1513084,648
1513253,1513403,150
1513431,1513581,150
1513848,1514515,667
1514531,1514681,150
1514716,1514866,150
1514890,1515040,150
1515051,1515201,150
1515342,1515996,654
1516019,1516169,150
1516271,1517073,802
1517203,1517353,150
1517376,1517526,150
1517549,1517699,150
1517883,1518033,150
1518117,1520055,1938
1520090,1520240,150
1520264,1520414,150
1520429,1520579,150
1520646,1520796,150
1520860,1521010,150
1521121,1521449,328
1521517,1521667,150
1521695,1521845,150
1521873,1522023,150
1522048,1522198,150
1522212,1522362,150
1522376,1522526,150
1522703,1522853,150
1522985,1523135,150
1523261,1523896,635
1524068,1524218,150
1524285,1524435,150
1524446,1524596,150
1524749,1524899,150
1524931,1526189,1258
1526575,1526725,150
1526989,1527139,150
1527202,1527352,150
1527383,1527533,150
1527549,1528227,678
1528330,1528480,150
1528853,1529150,297
1529171,1529321,150
1529443,1529593,150
1529731,1529881,150
1529886,1530036,150
1530052,1530202,150
1530216,1530366,150
1530391,1530541,150
1530542,1530692,150
1530706,1530856,150
1530892,1531042,150
1531204,1531354,150
1531429,1532410,981
1532426,1532576,150
1532607,1532757,150
1532915,1533065,150
1533072,1533222,150
1533259,1533409,150
1533414,1533564,150
1533979,1534129,150
1534339,1534489,150
1534538,1534688,150
1534886,1535036,150
1535223,1535373,150
1535396,1535546,150
1535562,1535712,150
1535726,1535876,150
1535885,1536035,150
1536047,1536197,150
1536209,1536359,150
1536538,1536688,150
1536694,1536844,150
1536860,1537010,150
1537040,1537190,150
1537222,1537372,150
1537389,1537539,150
1537572,1537722,150
1537769,1537919,150
1537924,1538074,150
1538170,1538320,150
1538352,1538502,150
1538537,1538687,150
1538707,1538857,150
1538878,1539028,150
1539029,1539179,150
1539219,1539369,150
1539412,1540108,696
1540173,1540323,150
1540360,1541332,972
1541349,1541499,150
1541517,1541667,150
1541672,1541822,150
1541844,1541994,150
1542048,1542198,150
1542208,1542358,150
1542379,1542529,150
1542536,1542686,150
1542719,1542999,280
1543061,1543211,150
1543212,1543362,150
1543400,1543550,150
1543555,1543705,150
1543724,1543874,150
1543895,1544205,310
1544215,1544365,150
1544392,1544663,271
1544697,1544847,150
1544851,1545426,575
1545489,1545639,150
1545663,1545813,150
1545836,1545986,150
1546012,1546162,150
1546203,1546353,150
1546359,1546509,150
1546544,1546694,150
1546726,1547513,787
1547556,1547706,150
1547862,1548661,799
1548672,1548822,150
1548844,1548994,150
1549000,1549150,150
1549189,1549339,150
1549350,1549500,150
1549560,1549710,150
1549907,1550057,150
1550073,1550223,150
1550262,1550412,150
1550448,1550598,150
1550609,1550759,150
1550774,1550924,150
1550959,1551898,939
1551938,1552088,150
1552218,1552368,150
1552393,1553696,1303
1553718,1553868,150
1554047,1554197,150
1554228,1554378,150
1554575,1554725,150
1554942,1555092,150
1555119,1555269,150
1555291,1556572,1281
1556700,1556850,150
1556933,1557083,150
1557115,1557265,150
1557272,1557564,292
1557586,1557736,150
1557776,1557926,150
1558328,1558478,150
1558482,1558632,150
1558656,1558806,150
1558841,1558991,150
1559168,1559318,150
1559319,1559469,150
1559486,1559636,150
1559644,1559794,150
1559812,1560552,740
1560933,1561083,150
1561157,1561307,150
1561320,1561470,150
1561494,1561644,150
1561650,1562627,977
1562676,1562826,150
1563055,1563205,150
1563433,1563583,150
1563587,1563895,308
1564220,1564370,150
1564664,1565666,1002
1565696,1565846,150
1565863,1566013,150
1566025,1566175,150
1566195,1566345,150
1566384,1566534,150
1566550,1566700,150
1566722,1567036,314
1567042,1567192,150
1567232,1567382,150
1567507,1567784,277
1567824,1567974,150
1567991,1568141,150
1568183,1569410,1227
1569434,1569584,150
1569598,1569748,150
1569764,1569914,150
1569968,1571396,1428
1571443,1571593,150
1571627,1571777,150
1571802,1571952,150
1572047,1572197,150
1572233,1572383,150
1572420,1572570,150
1572587,1572737,150
1572756,1572906,150
1572908,1573058,150
1573108,1573258,150
1573263,1573413,150
1573446,1573596,150
1573638,1573788,150
1573841,1573991,150
1574158,1574308,150
1574332,1574482,150
1574490,1574640,150
1574651,1574801,150
1574820,1574970,150
1574989,1575139,150
1575210,1576528,1318
1576556,1576706,150
1576741,1576891,150
1576910,1577060,150
1577143,1577293,150
1577535,1577685,150
1577716,1577866,150
1577913,1578063,150
1578095,1578245,150
1578261,1578411,150
1578437,1578587,150
1578616,1578766,150
1578771,1579103,332
1579114,1579264,150
1579282,1579432,150
1579445,1580175,730
1580207,1580357,150
1580520,1581776,1256
1581812,1581962,150
1582352,1582502,150
1582518,1582668,150
1582679,1582829,150
1582839,1582989,150
1583032,1584863,1831
1584922,1585072,150
1585510,1585660,150
1585680,1585830,150
1585842,1585992,150
1586009,1586159,150
1586182,1586473,291
1586502,1586652,150
1586741,1587207,466
1587238,1587388,150
1587417,1587567,150
1587581,1587991,410
1588284,1588434,150
1588507,1588657,150
1588681,1588831,150
1588854,1589004,150
1589024,1589174,150
1589195,1589345,150
1589375,1589525,150
1589549,1589699,150
1589729,1589879,150
1589965,1590115,150
1590165,1590315,150
1590352,1591076,724
1591138,1591288,150
1591296,1591446,150
1591482,1591632,150
1591664,1591814,150
1591878,1592028,150
1592078,1592228,150
1592239,1592389,150
1592429,1592579,150
1592630,1593043,413
1593203,1593353,150
1593626,1595192,1566
1595200,1595350,150
1595505,1595655,150
1595691,1595841,150
1596003,1596153,150
1596453,1596603,150
1596724,1597906,1182
1597932,1598082,150
1598206,1598356,150
1598542,1598692,150
1598716,1599004,288
1599018,1599168,150
1599187,1599337,150
1599371,1599521,150
1599544,1599694,150
1599816,1599966,150
1599988,1600138,150
1600166,1600316,150
1600488,1600638,150
1600658,1600808,150
1600836,1600986,150
1601346,1602568,1222
1602598,1602748,150
1602755,1603227,472
1603265,1603415,150
1603447,1604729,1282
1604750,1604900,150
1604918,1605068,150
1605096,1605246,150
1605311,1605461,150
1605501,1605651,150
1605711,1605861,150
1605891,1607393,1502
1607408,1607558,150
1607581,1607731,150
1607762,1607912,150
1607932,1608082,150
1608402,1609018,616
1609030,1609180,150
1609192,1609342,150
1609347,1609497,150
1609512,1609662,150
1609694,1609844,150
1609916,1610066,150
1610120,1610270,150
1610291,1610441,150
1610465,1610615,150
1610639,1610789,150
1610803,1610953,150
1611154,1611304,150
1611429,1611579,150
1611656,1611806,150
1612027,1612177,150
1612197,1612492,295
1612539,1612689,150
1612714,1612864,150
1612896,1613212,316
1613367,1613517,150
1613773,1614269,496
1614318,1614468,150
1614514,1614664,150
1614665,1614815,150
1614839,1614989,150
1615066,1615216,150
1615232,1615382,150
1615431,1615719,288
1615738,1615888,150
1615910,1616224,314
1616242,1616392,150
1616416,1616566,150
1616764,1616914,150
1616936,1617086,150
1617111,1617261,150
1617295,1617568,273
1617593,1617743,150
1618140,1618290,150
1618520,1618670,150
1618693,1618843,150
1618885,1620287,1402
